policy_id,customer_id,product_id,agent_id,policy_status,start_date,end_date,annual_premium_usd,sum_assured_usd,payment_frequency,payment_method,underwriting_class,riders,channel,region
POL-002653,CUST-00200,PROD-002,AGT-0015,Active,2019-02-02,2039-01-28,1750.8,69762.35,Monthly,Bank Transfer,Preferred,,Agency,Thailand
POL-002654,CUST-01738,PROD-006,AGT-0018,Lapsed,2022-08-08,2023-08-08,542.31,31688.65,Annual,Cash,Standard,"Hospital Cash,Waiver of Premium,CI Rider",Broker,Malaysia
POL-002655,CUST-01041,PROD-002,AGT-0040,Matured,2018-09-29,2038-09-24,1059.28,76756.47,Annual,Cash,Preferred,Hospital Cash,Digital,Thailand
POL-002656,CUST-01577,PROD-011,AGT-0023,Active,2019-04-18,2049-04-10,8647.9,609856.45,Quarterly,Auto-Debit,Preferred,"Disability,Waiver of Premium",Bancassurance,Singapore
POL-002657,CUST-00900,PROD-003,AGT-0043,Cancelled,2018-07-24,2019-07-24,839.11,60601.88,Annual,Credit Card,Substandard,Accidental Death,Agency,South Korea
POL-002658,CUST-01975,PROD-010,AGT-0038,Active,2021-02-24,2022-02-24,375.02,22134.17,Monthly,Cash,Preferred,"Disability,Hospital Cash,Waiver of Premium",Agency,Malaysia
POL-002659,CUST-01155,PROD-006,AGT-0033,Active,2022-06-23,2023-06-23,668.32,33460.12,Quarterly,Auto-Debit,Standard,,Digital,Taiwan
POL-002660,CUST-01654,PROD-012,AGT-0009,Active,2021-12-29,2031-12-27,7406.17,616700.83,Semi-Annual,Credit Card,Declined,"Accidental Death,Disability",Agency,Philippines
POL-002661,CUST-01704,PROD-001,AGT-0023,Active,2021-04-23,2026-04-22,2631.95,205135.59,Semi-Annual,Credit Card,Substandard,CI Rider,Bancassurance,Indonesia
POL-002662,CUST-01751,PROD-006,AGT-0030,Cancelled,2019-08-02,2020-08-01,465.39,37695.96,Quarterly,Bank Transfer,Standard,,Bancassurance,Singapore
POL-002663,CUST-01191,PROD-005,AGT-0044,Active,2019-09-28,2020-09-27,1203.6,98640.06,Annual,Credit Card,Substandard,"Accidental Death,CI Rider",Agency,Singapore
POL-002664,CUST-01924,PROD-016,AGT-0016,Cancelled,2019-04-07,2020-04-06,1226.75,102416.81,Monthly,Credit Card,Substandard,Waiver of Premium,Agency,Thailand
POL-002665,CUST-01569,PROD-006,AGT-0028,Active,2024-09-29,2025-09-29,755.17,40466.72,Annual,Credit Card,Declined,Disability,Digital,Singapore
POL-002666,CUST-01270,PROD-012,AGT-0024,Active,2019-02-15,2029-02-12,5967.16,130571.43,Annual,Cash,Preferred,"Disability,Hospital Cash",Bancassurance,Mainland China
POL-002667,CUST-00206,PROD-005,AGT-0015,Active,2018-02-09,2019-02-09,1782.54,103010.29,Annual,Auto-Debit,Substandard,CI Rider,Agency,Hong Kong
POL-002668,CUST-01943,PROD-016,AGT-0003,Active,2024-10-24,2025-10-24,919.31,91604.77,Annual,Bank Transfer,Substandard,,Bancassurance,Mainland China
POL-002669,CUST-00891,PROD-001,AGT-0013,Cancelled,2019-03-25,2024-03-23,3041.94,249652.58,Semi-Annual,Auto-Debit,Preferred,Disability,Digital,Thailand
POL-002670,CUST-01891,PROD-003,AGT-0020,Active,2021-09-19,2022-09-19,1957.49,48030.17,Semi-Annual,Credit Card,Substandard,"CI Rider,Hospital Cash",Broker,Thailand
POL-002671,CUST-00375,PROD-005,AGT-0024,Active,2022-02-23,2023-02-23,1630.34,146284.59,Quarterly,Credit Card,Declined,"Hospital Cash,Waiver of Premium",Bancassurance,Taiwan
POL-002672,CUST-01374,PROD-004,AGT-0019,Lapsed,2023-10-23,2024-10-22,2575.44,176820.88,Annual,Bank Transfer,Preferred,"Hospital Cash,Accidental Death",Bancassurance,Thailand
POL-002673,CUST-01067,PROD-004,AGT-0049,Cancelled,2019-11-09,2020-11-08,3632.96,287556.75,Annual,Cash,Standard,"Waiver of Premium,Disability",Agency,Hong Kong
POL-002674,CUST-01512,PROD-008,AGT-0048,Active,2022-09-29,2023-09-29,2430.89,135947.07,Quarterly,Credit Card,Substandard,,Direct,Singapore
POL-002675,CUST-01092,PROD-009,AGT-0042,Surrendered,2023-03-25,2024-03-24,738.65,31497.68,Monthly,Credit Card,Substandard,"Accidental Death,Waiver of Premium",Digital,Singapore
POL-002676,CUST-01996,PROD-006,AGT-0009,Active,2019-11-01,2020-10-31,663.57,35432.95,Quarterly,Bank Transfer,Preferred,"Accidental Death,Hospital Cash,CI Rider",Agency,Vietnam
POL-002677,CUST-00632,PROD-012,AGT-0003,Active,2020-06-27,2030-06-25,8064.79,740720.4,Annual,Auto-Debit,Substandard,Accidental Death,Bancassurance,Hong Kong
POL-002678,CUST-00310,PROD-011,AGT-0013,Active,2023-04-22,2053-04-14,9966.07,435294.7,Annual,Cash,Standard,"Hospital Cash,Disability,Waiver of Premium",Digital,Indonesia
POL-002679,CUST-01557,PROD-012,AGT-0008,Lapsed,2021-03-20,2031-03-18,6948.13,298244.79,Quarterly,Cash,Standard,"Hospital Cash,Accidental Death",Digital,Singapore
POL-002680,CUST-01031,PROD-012,AGT-0023,Active,2021-12-03,2031-12-01,8357.29,393228.45,Monthly,Credit Card,Preferred,"CI Rider,Disability",Bancassurance,Philippines
POL-002681,CUST-01401,PROD-009,AGT-0018,Cancelled,2024-12-01,2025-12-01,548.94,45479.05,Semi-Annual,Bank Transfer,Standard,,Broker,Thailand
POL-002682,CUST-01543,PROD-003,AGT-0015,Active,2018-08-12,2019-08-12,1906.49,163234.38,Monthly,Bank Transfer,Standard,"Waiver of Premium,CI Rider,Accidental Death",Agency,Singapore
POL-002683,CUST-00286,PROD-012,AGT-0006,Active,2024-06-11,2034-06-09,7692.77,670761.75,Monthly,Bank Transfer,Preferred,Waiver of Premium,Broker,Hong Kong
POL-002684,CUST-00294,PROD-014,AGT-0021,Cancelled,2019-08-02,2020-08-01,5583.9,154340.0,Annual,Auto-Debit,Declined,,Agency,Taiwan
POL-002685,CUST-01843,PROD-001,AGT-0023,Surrendered,2020-11-13,2025-11-12,4659.99,107031.28,Monthly,Credit Card,Declined,"CI Rider,Hospital Cash,Disability",Bancassurance,Hong Kong
POL-002686,CUST-01956,PROD-003,AGT-0021,Active,2020-05-05,2021-05-05,1646.95,158323.18,Quarterly,Bank Transfer,Preferred,CI Rider,Agency,Singapore
POL-002687,CUST-00566,PROD-014,AGT-0037,Active,2021-12-02,2022-12-02,3777.21,280997.99,Semi-Annual,Bank Transfer,Standard,"Hospital Cash,Disability",Bancassurance,Hong Kong
POL-002688,CUST-00106,PROD-015,AGT-0014,Active,2019-09-08,2020-09-07,561.45,38232.18,Monthly,Cash,Declined,CI Rider,Agency,Malaysia
POL-002689,CUST-01242,PROD-005,AGT-0024,Active,2020-02-03,2021-02-02,1102.71,33464.72,Annual,Cash,Preferred,"Accidental Death,Hospital Cash,Waiver of Premium",Bancassurance,Mainland China
POL-002690,CUST-00998,PROD-001,AGT-0005,Active,2019-07-09,2024-07-07,5757.31,120904.0,Monthly,Cash,Substandard,Accidental Death,Agency,Hong Kong
POL-002691,CUST-00299,PROD-016,AGT-0009,Active,2021-07-03,2022-07-03,1034.69,69756.5,Monthly,Cash,Substandard,"Disability,CI Rider,Waiver of Premium",Agency,Malaysia
POL-002692,CUST-00560,PROD-002,AGT-0023,Cancelled,2020-08-11,2040-08-06,2091.92,194198.44,Annual,Cash,Declined,,Bancassurance,Singapore
POL-002693,CUST-01385,PROD-007,AGT-0031,Cancelled,2020-02-17,2021-02-16,1531.13,130689.62,Quarterly,Credit Card,Preferred,"CI Rider,Waiver of Premium,Hospital Cash",Bancassurance,Vietnam
POL-002694,CUST-01921,PROD-009,AGT-0044,Active,2022-07-14,2023-07-14,629.69,54200.9,Quarterly,Auto-Debit,Declined,Accidental Death,Agency,Thailand
POL-002695,CUST-00404,PROD-009,AGT-0040,Active,2023-03-04,2024-03-03,725.08,68141.16,Monthly,Cash,Preferred,"Accidental Death,Hospital Cash,CI Rider",Digital,Vietnam
POL-002696,CUST-00475,PROD-013,AGT-0020,Active,2021-06-19,2022-06-19,861.72,54377.65,Annual,Cash,Substandard,"Disability,Hospital Cash",Broker,Taiwan
POL-002697,CUST-00249,PROD-008,AGT-0025,Active,2023-10-13,2024-10-12,2915.71,59539.78,Monthly,Bank Transfer,Preferred,,Bancassurance,South Korea
POL-002698,CUST-00899,PROD-013,AGT-0019,Active,2021-04-12,2022-04-12,1779.28,144551.84,Semi-Annual,Auto-Debit,Preferred,"Accidental Death,Waiver of Premium",Bancassurance,Philippines
POL-002699,CUST-01283,PROD-006,AGT-0049,Active,2021-12-09,2022-12-09,456.12,42532.47,Monthly,Bank Transfer,Standard,"Accidental Death,CI Rider,Disability",Agency,Malaysia
POL-002700,CUST-00104,PROD-006,AGT-0031,Cancelled,2023-10-25,2024-10-24,536.96,51710.59,Quarterly,Bank Transfer,Standard,"Disability,Accidental Death",Bancassurance,Malaysia
POL-002701,CUST-01289,PROD-013,AGT-0014,Active,2018-06-12,2019-06-12,1036.2,92602.31,Semi-Annual,Cash,Declined,"Accidental Death,CI Rider",Agency,South Korea
POL-002702,CUST-00047,PROD-010,AGT-0033,Active,2024-12-11,2025-12-11,512.31,19865.02,Monthly,Cash,Substandard,,Digital,Singapore
POL-002703,CUST-00888,PROD-002,AGT-0045,Cancelled,2024-08-15,2044-08-10,1613.72,157528.79,Monthly,Credit Card,Declined,"Waiver of Premium,Accidental Death",Direct,Singapore
POL-002704,CUST-00173,PROD-004,AGT-0050,Cancelled,2021-02-02,2022-02-02,1957.56,102793.23,Monthly,Cash,Substandard,"Disability,CI Rider,Hospital Cash",Broker,Philippines
POL-002705,CUST-00419,PROD-013,AGT-0019,Cancelled,2022-05-12,2023-05-12,1938.84,48209.39,Annual,Credit Card,Preferred,"CI Rider,Hospital Cash,Disability",Bancassurance,South Korea
POL-002706,CUST-00251,PROD-016,AGT-0028,Active,2021-08-25,2022-08-25,1368.28,62385.14,Quarterly,Bank Transfer,Standard,"Accidental Death,CI Rider,Waiver of Premium",Digital,Thailand
POL-002707,CUST-00602,PROD-004,AGT-0019,Active,2019-05-03,2020-05-02,2957.28,239276.95,Quarterly,Bank Transfer,Preferred,Disability,Bancassurance,Singapore
POL-002708,CUST-01724,PROD-008,AGT-0008,Active,2022-07-03,2023-07-03,2333.61,155112.49,Annual,Bank Transfer,Substandard,"Waiver of Premium,Hospital Cash,Disability",Digital,Hong Kong
POL-002709,CUST-01486,PROD-012,AGT-0006,Active,2020-03-12,2030-03-10,4572.59,200276.27,Monthly,Credit Card,Preferred,"Disability,Accidental Death",Broker,South Korea
POL-002710,CUST-01311,PROD-001,AGT-0024,Matured,2023-05-13,2028-05-11,5203.14,467350.06,Quarterly,Bank Transfer,Preferred,"Accidental Death,Waiver of Premium,CI Rider",Bancassurance,Mainland China
POL-002711,CUST-00111,PROD-016,AGT-0033,Active,2020-08-16,2021-08-16,1146.87,29018.34,Semi-Annual,Bank Transfer,Substandard,"Waiver of Premium,Accidental Death,Hospital Cash",Digital,Taiwan
POL-002712,CUST-01873,PROD-012,AGT-0042,Lapsed,2023-06-24,2033-06-21,8887.61,558447.31,Quarterly,Bank Transfer,Preferred,,Digital,Hong Kong
POL-002713,CUST-01403,PROD-014,AGT-0002,Active,2020-03-26,2021-03-26,2764.9,213006.64,Semi-Annual,Cash,Preferred,,Digital,Singapore
POL-002714,CUST-00179,PROD-010,AGT-0002,Cancelled,2019-11-28,2020-11-27,606.23,29085.17,Monthly,Auto-Debit,Standard,CI Rider,Digital,Vietnam
POL-002715,CUST-01727,PROD-014,AGT-0005,Active,2023-03-27,2024-03-26,6704.32,426844.25,Quarterly,Bank Transfer,Preferred,Hospital Cash,Agency,South Korea
POL-002716,CUST-01920,PROD-012,AGT-0017,Active,2019-07-18,2029-07-15,9286.51,748921.87,Monthly,Cash,Declined,,Digital,Singapore
POL-002717,CUST-01896,PROD-013,AGT-0012,Active,2019-04-03,2020-04-02,1785.23,171856.66,Semi-Annual,Cash,Substandard,"Waiver of Premium,CI Rider,Accidental Death",Direct,Hong Kong
POL-002718,CUST-00309,PROD-003,AGT-0045,Matured,2020-11-08,2021-11-08,2015.89,106223.0,Monthly,Bank Transfer,Standard,"Accidental Death,Waiver of Premium",Direct,Mainland China
POL-002719,CUST-01858,PROD-001,AGT-0025,Active,2019-05-08,2024-05-06,2899.91,119133.29,Monthly,Cash,Substandard,"Hospital Cash,Accidental Death",Bancassurance,Thailand
POL-002720,CUST-00014,PROD-001,AGT-0044,Active,2024-06-03,2029-06-02,3482.56,87571.41,Semi-Annual,Auto-Debit,Substandard,,Agency,Vietnam
POL-002721,CUST-00769,PROD-004,AGT-0039,Surrendered,2021-06-12,2022-06-12,3773.17,175866.32,Monthly,Bank Transfer,Preferred,"Disability,Accidental Death,Waiver of Premium",Bancassurance,Indonesia
POL-002722,CUST-01281,PROD-008,AGT-0011,Active,2020-09-25,2021-09-25,2812.9,275616.62,Monthly,Auto-Debit,Preferred,"Accidental Death,Hospital Cash",Digital,Malaysia
POL-002723,CUST-01420,PROD-003,AGT-0032,Active,2018-09-03,2019-09-03,936.9,79458.92,Monthly,Bank Transfer,Standard,"Hospital Cash,Disability",Digital,Vietnam
POL-002724,CUST-00276,PROD-009,AGT-0036,Matured,2024-06-18,2025-06-18,569.44,50612.45,Annual,Credit Card,Preferred,,Bancassurance,Singapore
POL-002725,CUST-01556,PROD-004,AGT-0026,Active,2019-01-11,2020-01-11,3940.79,243629.58,Monthly,Credit Card,Preferred,,Agency,Singapore
POL-002726,CUST-01353,PROD-005,AGT-0025,Active,2019-05-18,2020-05-17,866.86,63833.1,Annual,Credit Card,Standard,Disability,Bancassurance,Thailand
POL-002727,CUST-01593,PROD-013,AGT-0031,Active,2020-12-31,2021-12-31,2083.21,185010.61,Annual,Credit Card,Preferred,"Disability,Accidental Death",Bancassurance,Hong Kong
POL-002728,CUST-00215,PROD-014,AGT-0015,Active,2024-08-29,2025-08-29,7101.35,537145.95,Quarterly,Auto-Debit,Substandard,"Hospital Cash,Waiver of Premium,Disability",Agency,South Korea
POL-002729,CUST-00700,PROD-015,AGT-0020,Active,2023-06-21,2024-06-20,385.07,21333.25,Annual,Auto-Debit,Declined,"Accidental Death,Disability",Broker,Philippines
POL-002730,CUST-00310,PROD-009,AGT-0050,Surrendered,2022-05-26,2023-05-26,553.86,21388.65,Monthly,Auto-Debit,Declined,,Broker,Indonesia
POL-002731,CUST-01202,PROD-007,AGT-0046,Active,2019-10-16,2020-10-15,1446.33,58029.74,Quarterly,Cash,Preferred,,Agency,Malaysia
POL-002732,CUST-01665,PROD-010,AGT-0033,Cancelled,2019-07-08,2020-07-07,378.53,10944.88,Quarterly,Credit Card,Declined,Disability,Digital,Singapore
POL-002733,CUST-00226,PROD-002,AGT-0005,Active,2023-11-08,2043-11-03,2634.9,258302.07,Quarterly,Bank Transfer,Substandard,"Waiver of Premium,Hospital Cash,CI Rider",Agency,Hong Kong
POL-002734,CUST-00333,PROD-011,AGT-0036,Lapsed,2024-07-25,2054-07-18,11345.54,1058548.11,Annual,Cash,Preferred,,Bancassurance,Singapore
POL-002735,CUST-00389,PROD-004,AGT-0049,Matured,2022-05-08,2023-05-08,3088.89,253936.36,Monthly,Auto-Debit,Substandard,,Agency,Vietnam
POL-002736,CUST-00937,PROD-008,AGT-0019,Cancelled,2020-07-26,2021-07-26,1398.04,30244.79,Semi-Annual,Cash,Preferred,"CI Rider,Disability",Bancassurance,Thailand
POL-002737,CUST-01449,PROD-015,AGT-0022,Active,2024-03-02,2025-03-02,838.66,48558.58,Semi-Annual,Auto-Debit,Preferred,CI Rider,Agency,Singapore
POL-002738,CUST-00082,PROD-012,AGT-0024,Surrendered,2023-05-03,2033-04-30,7690.16,554637.49,Monthly,Credit Card,Substandard,CI Rider,Bancassurance,Mainland China
POL-002739,CUST-01594,PROD-002,AGT-0036,Cancelled,2024-06-18,2044-06-13,1882.55,70888.73,Quarterly,Bank Transfer,Standard,,Bancassurance,Singapore
POL-002740,CUST-01105,PROD-016,AGT-0032,Matured,2022-08-19,2023-08-19,974.86,25668.73,Semi-Annual,Auto-Debit,Standard,,Digital,Philippines
POL-002741,CUST-00759,PROD-008,AGT-0041,Lapsed,2018-01-09,2019-01-09,3387.26,96926.1,Monthly,Cash,Preferred,"CI Rider,Accidental Death,Waiver of Premium",Agency,Singapore
POL-002742,CUST-01992,PROD-014,AGT-0042,Matured,2019-09-12,2020-09-11,4851.19,197354.54,Annual,Credit Card,Declined,"Hospital Cash,Disability,Waiver of Premium",Digital,Hong Kong
POL-002743,CUST-00929,PROD-003,AGT-0028,Matured,2019-08-18,2020-08-17,1094.58,35477.61,Quarterly,Cash,Substandard,"Hospital Cash,CI Rider",Digital,Thailand
POL-002744,CUST-01937,PROD-011,AGT-0029,Active,2022-07-29,2052-07-21,14045.38,858341.64,Monthly,Credit Card,Substandard,"Hospital Cash,Disability,Accidental Death",Digital,Thailand
POL-002745,CUST-01918,PROD-008,AGT-0004,Active,2020-10-29,2021-10-29,1257.38,105439.42,Quarterly,Cash,Preferred,"Waiver of Premium,CI Rider,Hospital Cash",Agency,Hong Kong
POL-002746,CUST-01852,PROD-012,AGT-0039,Surrendered,2020-05-29,2030-05-27,5925.54,412045.01,Semi-Annual,Bank Transfer,Preferred,"Hospital Cash,Accidental Death",Bancassurance,Taiwan
POL-002747,CUST-00506,PROD-005,AGT-0035,Active,2024-08-12,2025-08-12,811.84,64550.78,Annual,Bank Transfer,Declined,,Broker,Malaysia
POL-002748,CUST-01412,PROD-004,AGT-0035,Active,2022-11-02,2023-11-02,2958.34,198299.94,Quarterly,Auto-Debit,Substandard,Hospital Cash,Broker,Singapore
POL-002749,CUST-01286,PROD-011,AGT-0050,Matured,2023-08-07,2053-07-30,12127.21,318020.94,Semi-Annual,Credit Card,Preferred,"Waiver of Premium,Hospital Cash",Broker,Hong Kong
POL-002750,CUST-01132,PROD-015,AGT-0001,Matured,2020-10-27,2021-10-27,871.39,68689.22,Quarterly,Credit Card,Declined,Accidental Death,Bancassurance,Singapore
POL-002751,CUST-00478,PROD-007,AGT-0021,Active,2019-02-22,2020-02-22,1725.85,79888.65,Quarterly,Bank Transfer,Preferred,"Hospital Cash,Waiver of Premium",Agency,Philippines
POL-002752,CUST-01383,PROD-012,AGT-0048,Lapsed,2024-05-09,2034-05-07,10051.47,803656.3,Quarterly,Bank Transfer,Preferred,CI Rider,Direct,Hong Kong
POL-002753,CUST-01392,PROD-016,AGT-0014,Active,2020-07-30,2021-07-30,851.46,52746.68,Quarterly,Auto-Debit,Standard,"Disability,Waiver of Premium",Agency,Thailand
POL-002754,CUST-00663,PROD-011,AGT-0005,Active,2021-12-04,2051-11-27,8657.13,511222.14,Quarterly,Bank Transfer,Declined,Waiver of Premium,Agency,Indonesia
POL-002755,CUST-00077,PROD-014,AGT-0016,Surrendered,2022-05-23,2023-05-23,3896.85,89831.92,Annual,Credit Card,Substandard,Disability,Agency,Thailand
POL-002756,CUST-01870,PROD-002,AGT-0018,Active,2024-01-25,2044-01-20,2785.56,191519.41,Semi-Annual,Auto-Debit,Declined,"Accidental Death,Disability,Hospital Cash",Broker,Malaysia
POL-002757,CUST-01349,PROD-015,AGT-0032,Active,2024-10-03,2025-10-03,687.82,26937.27,Semi-Annual,Cash,Standard,,Digital,Hong Kong
POL-002758,CUST-00500,PROD-001,AGT-0013,Active,2023-02-02,2028-02-01,4251.5,88746.57,Monthly,Credit Card,Declined,"Waiver of Premium,Hospital Cash,Accidental Death",Digital,Malaysia
POL-002759,CUST-01187,PROD-015,AGT-0014,Active,2019-02-13,2020-02-13,346.11,8367.53,Monthly,Bank Transfer,Declined,Accidental Death,Agency,South Korea
POL-002760,CUST-01857,PROD-011,AGT-0024,Active,2023-06-15,2053-06-07,10408.08,267979.0,Quarterly,Bank Transfer,Preferred,Waiver of Premium,Bancassurance,Hong Kong
POL-002761,CUST-00240,PROD-008,AGT-0045,Cancelled,2023-09-08,2024-09-07,2354.74,163180.02,Monthly,Cash,Declined,,Direct,Indonesia
POL-002762,CUST-01804,PROD-016,AGT-0001,Surrendered,2024-11-27,2025-11-27,1312.47,34629.47,Semi-Annual,Cash,Preferred,"Waiver of Premium,CI Rider",Bancassurance,South Korea
POL-002763,CUST-01142,PROD-011,AGT-0048,Active,2023-09-11,2053-09-03,14687.79,1042102.52,Quarterly,Cash,Standard,,Direct,Indonesia
POL-002764,CUST-01991,PROD-012,AGT-0013,Active,2021-06-20,2031-06-18,4239.35,160076.5,Semi-Annual,Bank Transfer,Preferred,,Digital,Philippines
POL-002765,CUST-01408,PROD-003,AGT-0050,Cancelled,2018-07-25,2019-07-25,1432.65,99964.3,Quarterly,Auto-Debit,Substandard,"Hospital Cash,Waiver of Premium,CI Rider",Broker,Hong Kong
POL-002766,CUST-01208,PROD-001,AGT-0031,Matured,2019-11-22,2024-11-20,4068.6,351594.83,Semi-Annual,Bank Transfer,Preferred,"Accidental Death,Hospital Cash,CI Rider",Bancassurance,Thailand
POL-002767,CUST-01176,PROD-003,AGT-0029,Cancelled,2024-03-03,2025-03-03,1959.65,141617.27,Annual,Credit Card,Substandard,Accidental Death,Digital,Thailand
POL-002768,CUST-00927,PROD-008,AGT-0031,Active,2019-10-23,2020-10-22,2854.97,265114.82,Annual,Credit Card,Declined,,Bancassurance,Hong Kong
POL-002769,CUST-00779,PROD-003,AGT-0013,Active,2024-02-25,2025-02-24,1947.93,91820.53,Annual,Credit Card,Standard,"Accidental Death,Hospital Cash",Digital,Thailand
POL-002770,CUST-01319,PROD-011,AGT-0001,Active,2020-02-09,2050-02-01,8380.17,797590.52,Semi-Annual,Auto-Debit,Preferred,,Bancassurance,Mainland China
POL-002771,CUST-01538,PROD-004,AGT-0046,Active,2020-03-30,2021-03-30,3958.83,285549.27,Annual,Cash,Standard,"Hospital Cash,Disability",Agency,Vietnam
POL-002772,CUST-00048,PROD-002,AGT-0022,Active,2023-02-18,2043-02-13,2177.69,128508.62,Quarterly,Credit Card,Substandard,Accidental Death,Agency,Thailand
POL-002773,CUST-00994,PROD-003,AGT-0008,Active,2018-02-23,2019-02-23,1727.1,76683.25,Monthly,Cash,Substandard,Waiver of Premium,Digital,Malaysia
POL-002774,CUST-00368,PROD-001,AGT-0002,Active,2022-10-01,2027-09-30,4723.43,247554.53,Quarterly,Bank Transfer,Preferred,,Digital,South Korea
POL-002775,CUST-00622,PROD-005,AGT-0002,Active,2021-03-29,2022-03-29,1028.62,93452.04,Monthly,Auto-Debit,Preferred,"Disability,Hospital Cash",Digital,Hong Kong
POL-002776,CUST-00100,PROD-003,AGT-0013,Active,2022-07-11,2023-07-11,1448.9,63253.53,Quarterly,Bank Transfer,Standard,,Digital,Malaysia
POL-002777,CUST-01082,PROD-011,AGT-0048,Active,2024-03-03,2054-02-24,11974.87,1089424.4,Monthly,Bank Transfer,Preferred,"Disability,Hospital Cash,Accidental Death",Direct,Hong Kong
POL-002778,CUST-01355,PROD-013,AGT-0020,Active,2020-06-18,2021-06-18,898.03,27007.19,Quarterly,Credit Card,Declined,"Hospital Cash,Accidental Death,Disability",Broker,Singapore
POL-002779,CUST-00736,PROD-016,AGT-0008,Active,2023-04-10,2024-04-09,1406.04,113955.35,Quarterly,Cash,Declined,Hospital Cash,Digital,Hong Kong
POL-002780,CUST-01140,PROD-007,AGT-0012,Active,2024-05-24,2025-05-24,1234.48,26318.42,Annual,Credit Card,Standard,"Hospital Cash,Waiver of Premium,CI Rider",Direct,Thailand
POL-002781,CUST-00955,PROD-016,AGT-0023,Active,2021-02-11,2022-02-11,974.48,46602.24,Monthly,Cash,Standard,"CI Rider,Accidental Death",Bancassurance,South Korea
POL-002782,CUST-00876,PROD-014,AGT-0020,Active,2018-02-27,2019-02-27,5660.89,389035.7,Monthly,Credit Card,Preferred,,Broker,Philippines
POL-002783,CUST-00039,PROD-007,AGT-0037,Cancelled,2018-03-26,2019-03-26,2342.14,146166.64,Annual,Credit Card,Substandard,"CI Rider,Hospital Cash,Disability",Bancassurance,Taiwan
POL-002784,CUST-00681,PROD-010,AGT-0019,Active,2018-06-04,2019-06-04,525.61,33905.49,Monthly,Bank Transfer,Declined,Waiver of Premium,Bancassurance,Taiwan
POL-002785,CUST-01878,PROD-007,AGT-0002,Active,2021-06-11,2022-06-11,2187.88,140952.08,Semi-Annual,Bank Transfer,Declined,,Digital,Hong Kong
POL-002786,CUST-01461,PROD-010,AGT-0027,Active,2019-10-05,2020-10-04,284.68,23492.12,Semi-Annual,Bank Transfer,Preferred,Waiver of Premium,Bancassurance,Singapore
POL-002787,CUST-00751,PROD-013,AGT-0015,Matured,2021-04-29,2022-04-29,2017.43,198858.24,Annual,Cash,Preferred,"Accidental Death,Disability",Agency,South Korea
POL-002788,CUST-01039,PROD-004,AGT-0022,Lapsed,2021-02-27,2022-02-27,2822.03,263021.29,Semi-Annual,Auto-Debit,Declined,"Hospital Cash,Accidental Death",Agency,Singapore
POL-002789,CUST-01616,PROD-008,AGT-0024,Cancelled,2018-05-08,2019-05-08,2191.46,104219.77,Monthly,Bank Transfer,Standard,"Hospital Cash,Disability,Waiver of Premium",Bancassurance,Hong Kong
POL-002790,CUST-00262,PROD-016,AGT-0037,Matured,2019-06-26,2020-06-25,1209.43,24443.5,Quarterly,Bank Transfer,Standard,Accidental Death,Bancassurance,Indonesia
POL-002791,CUST-01390,PROD-015,AGT-0043,Surrendered,2018-02-03,2019-02-03,740.47,24056.61,Quarterly,Cash,Standard,CI Rider,Agency,Mainland China
POL-002792,CUST-00063,PROD-002,AGT-0041,Surrendered,2021-12-13,2041-12-08,1313.88,70788.62,Monthly,Auto-Debit,Standard,,Agency,Malaysia
POL-002793,CUST-01658,PROD-013,AGT-0049,Active,2024-07-17,2025-07-17,2040.2,153633.54,Annual,Auto-Debit,Preferred,Accidental Death,Agency,Philippines
POL-002794,CUST-01126,PROD-013,AGT-0013,Lapsed,2023-06-07,2024-06-06,1421.39,133515.91,Quarterly,Credit Card,Declined,"CI Rider,Accidental Death",Digital,Thailand
POL-002795,CUST-01759,PROD-006,AGT-0033,Lapsed,2018-03-21,2019-03-21,716.99,29649.61,Annual,Credit Card,Declined,"Accidental Death,Disability",Digital,Hong Kong
POL-002796,CUST-01136,PROD-002,AGT-0049,Active,2024-01-02,2043-12-28,1889.68,171266.97,Monthly,Credit Card,Standard,"Hospital Cash,Disability,Accidental Death",Agency,Indonesia
POL-002797,CUST-01438,PROD-005,AGT-0046,Active,2023-01-16,2024-01-16,1930.81,137176.19,Monthly,Credit Card,Substandard,,Agency,Singapore
POL-002798,CUST-01878,PROD-002,AGT-0012,Active,2020-04-01,2040-03-27,1469.57,74843.91,Annual,Auto-Debit,Standard,,Direct,Hong Kong
POL-002799,CUST-00804,PROD-005,AGT-0032,Active,2023-04-16,2024-04-15,1753.8,69305.24,Quarterly,Credit Card,Preferred,"Hospital Cash,Waiver of Premium,CI Rider",Digital,Mainland China
POL-002800,CUST-00885,PROD-011,AGT-0029,Active,2018-11-05,2048-10-28,9455.65,581989.49,Quarterly,Credit Card,Standard,,Digital,Taiwan
POL-002801,CUST-00080,PROD-003,AGT-0035,Active,2021-11-29,2022-11-29,2126.38,88720.83,Annual,Auto-Debit,Substandard,"Waiver of Premium,Accidental Death,Hospital Cash",Broker,Singapore
POL-002802,CUST-00176,PROD-016,AGT-0007,Active,2023-06-05,2024-06-04,1333.47,78255.08,Monthly,Cash,Preferred,Accidental Death,Agency,Singapore
POL-002803,CUST-01078,PROD-012,AGT-0013,Active,2020-08-19,2030-08-17,11058.09,440941.97,Monthly,Auto-Debit,Declined,"Accidental Death,Waiver of Premium,Hospital Cash",Digital,Malaysia
